ID,Date,Text
1,2020-01-29,turistkinja kine sumnje koronavirus pregledima pulskoj bolnici stigla rijeke turistkinja kine upravo nalazi općoj bolnici pula pregledima požalila respiratorne teškoće glas istre potvrdila ravnateljica bolnice irena hrstić kineskinja pratnji oca putovanju europi rijeke krenula rovinju imaju rezerviran apartman stigli rovinj vlasnica apartmana uputila jave pulsku bolnicu svega simptoma ukazivati koronavirus prvi pregledi pokazali navjerojatnije razloga strah potencijalno smrtonosnoj bolesti krenula kine proširila svijetu rijeka
2,2020-01-30,potvrđeno kineskinja puli koronavirus ravnateljica opće bolnice pula irena hrstić potvrdila glas istre otklonjene sumnje pacijentice kine koronavirusu pokazali opsežni pregledi poduzeti podsjetimo turistkinja kine duže vrijeme europi posljednjih boravi hrvatskoj rijeke krenula rovinja imala respiratornih ostalih poteškoća podsjećaju simptome koronavirusa završila općoj bolnici pula pregledu rijeka
