ID,Month,Word,Frequency
0,8,slučajeva,103
1,8,rijeka,67
2,8,broj,59
3,8,novih,58
4,8,24,54
5,8,sata,54
6,8,osobe,49
7,8,pgž,47
8,8,hrvatskoj,46
9,8,protekla,39
10,8,pacijenata,38
11,8,aktivnih,35
12,8,zaraženih,34
13,8,mjere,32
14,8,toga,32
15,8,trenutno,31
16,8,zaraze,29
17,8,imamo,29
18,8,korone,28
19,8,nova,27
20,8,koronavirus,27
21,8,stožer,25
22,8,oboljelih,25
23,8,novozaraženih,24
24,8,liječenju,24
