ID,Month,Word,Frequency
0,2,bolesti,42
1,2,koronavirus,36
2,2,rijeka,32
3,2,2019-ncov,30
4,2,koronavirusa,29
5,2,virus,24
6,2,simptome,22
7,2,rijeci,21
8,2,osobe,20
9,2,kini,18
10,2,dva,18
11,2,ima,18
12,2,zaraze,15
13,2,rijeke,13
14,2,virusa,13
15,2,broj,13
16,2,životinja,13
17,2,slučaj,13
18,2,kine,12
19,2,infektivne,12
20,2,zaraženih,12
21,2,italiji,12
22,2,jedan,11
23,2,koronavirusom,11
24,2,širenja,11
