ID,Month,Word,Frequency
0,1,kine,5
1,1,turistkinja,3
2,1,koronavirus,3
3,1,bolnici,3
4,1,rijeke,3
5,1,pula,3
6,1,krenula,3
7,1,sumnje,2
8,1,pregledima,2
9,1,općoj,2
10,1,glas,2
11,1,istre,2
12,1,potvrdila,2
13,1,ravnateljica,2
14,1,bolnice,2
15,1,irena,2
16,1,hrstić,2
17,1,kineskinja,2
18,1,europi,2
19,1,pregledi,2
20,1,pokazali,2
21,1,rijeka,2
22,1,pulskoj,1
23,1,stigla,1
24,1,upravo,1
