ID,Month,Word,Frequency
0,6,slučajeva,31
1,6,rijeka,30
2,6,županije,25
3,6,broj,21
4,6,hrvatskoj,20
5,6,24,18
6,6,sata,15
7,6,koronavirusa,14
8,6,stožer,14
9,6,stožera,14
10,6,zagrebu,13
11,6,novih,13
12,6,županiji,12
13,6,kajin,12
14,6,mjere,11
15,6,novooboljelih,11
16,6,slučaja,11
17,6,dvije,10
18,6,osobe,10
19,6,posljednja,10
20,6,komadina,10
21,6,imamo,10
22,6,novozaraženih,10
23,6,ukupno,10
24,6,nova,10
